date,ID,time_rel_sunrise,UST,Phase,index
2022-05-13,YKY,448.6632127,35,DC,11862
2022-05-13,YKY,468.4721127,168,DC,11863
2022-05-13,YKY,474.8818607,167,DC,11864
2022-05-13,YKY,486.4648787,NA,DC,11865
2022-05-14,YKY,-2038.521702,18,DC,11870
2022-05-14,YKY,-2028.463093,1,DC,11871
2022-05-14,YKY,-2018.937673,17,DC,11872
2022-05-14,YKY,-2006.965646,3,DC,11873
2022-05-14,YKY,-2000.942737,1,DC,11874
2022-05-14,YKY,-1995.879996,9,DC,11875
2022-05-14,YKY,-1989.759729,8,DC,11876
2022-05-14,YKY,-1981.416832,3,DC,11877
2022-05-14,YKY,-1975.435209,17,DC,11878
2022-05-14,YKY,-1967.056883,166,DC,11879
2022-05-14,YKY,-1953.513635,10,DC,11880
2022-05-14,YKY,-1944.460421,19,DC,11881
2022-05-14,YKY,-1937.474309,27,DC,11882
2022-05-14,YKY,-1930.627769,18,DC,11883
2022-05-14,YKY,-1924.107917,19,DC,11884
2022-05-14,YKY,-1917.132379,27,DC,11885
2022-05-14,YKY,-1910.759329,169,DC,11886
2022-05-14,YKY,-1904.266136,1,DC,11887
2022-05-14,YKY,-1897.022142,27,DC,11888
2022-05-14,YKY,-1890.969782,18,DC,11889
2022-05-14,YKY,-1884.038485,1,DC,11890
2022-05-14,YKY,-1876.972714,20,DC,11891
2022-05-14,YKY,-1870.678729,166,DC,11892
2022-05-14,YKY,-1863.600242,9,DC,11893
2022-05-14,YKY,-1857.311887,3,DC,11894
2022-05-14,YKY,-1852.659616,166,DC,11895
2022-05-14,YKY,-1846.84224,9,DC,11896
2022-05-14,YKY,-1840.241663,8,DC,11897
2022-05-14,YKY,-1834.80517,5,DC,11898
2022-05-14,YKY,-1828.022716,13,DC,11899
2022-05-14,YKY,-1821.434586,10,DC,11900
2022-05-14,YKY,-1817.109214,21,DC,11901
2022-05-14,YKY,-1810.695664,16,DC,11902
2022-05-14,YKY,-1805.834228,18,DC,11903
2022-05-14,YKY,-1800.671757,21,DC,11904
2022-05-14,YKY,-1794.951013,10,DC,11905
2022-05-14,YKY,-1789.466528,20,DC,11906
2022-05-14,YKY,-1783.934807,27,DC,11907
2022-05-14,YKY,-1778.138797,9,DC,11908
2022-05-14,YKY,-1769.959905,8,DC,11909
2022-05-14,YKY,-1761.611141,3,DC,11910
2022-05-14,YKY,-1758.021965,166,DC,11911
2022-05-14,YKY,-1751.393403,9,DC,11912
2022-05-14,YKY,-1742.593788,18,DC,11913
2022-05-14,YKY,-1736.506987,1,DC,11914
2022-05-14,YKY,-1732.648549,19,DC,11915
2022-05-14,YKY,-1727.430366,27,DC,11916
2022-05-14,YKY,-1722.163367,169,DC,11917
2022-05-14,YKY,-1713.914726,1,DC,11918
2022-05-14,YKY,-1708.748264,18,DC,11919
2022-05-14,YKY,-1703.673272,19,DC,11920
2022-05-14,YKY,-1697.822986,17,DC,11921
2022-05-14,YKY,-1692.539281,169,DC,11922
2022-05-14,YKY,-1686.181313,27,DC,11923
2022-05-14,YKY,-1681.06229,19,DC,11924
2022-05-14,YKY,-1674.36731,1,DC,11925
2022-05-14,YKY,-1669.256613,18,DC,11926
2022-05-14,YKY,-1662.413493,20,DC,11927
2022-05-14,YKY,-1658.472325,8,DC,11928
2022-05-14,YKY,-1651.673106,21,DC,11929
2022-05-14,YKY,-1645.679002,10,DC,11930
2022-05-14,YKY,-1639.36033,165,DC,11931
2022-05-14,YKY,-1632.904255,8,DC,11932
2022-05-14,YKY,-1626.117054,166,DC,11933
2022-05-14,YKY,-1619.248526,9,DC,11934
2022-05-14,YKY,-1612.994136,3,DC,11935
2022-05-14,YKY,-1608.522403,166,DC,11936
2022-05-14,YKY,-1601.227645,9,DC,11937
2022-05-14,YKY,-1594.994434,3,DC,11938
2022-05-14,YKY,-1589.119224,166,DC,11939
2022-05-14,YKY,-1582.826049,1,DC,11940
2022-05-14,YKY,-1576.455411,18,DC,11941
2022-05-14,YKY,-1570.888588,10,DC,11942
2022-05-14,YKY,-1564.659548,8,DC,11943
2022-05-14,YKY,-1559.602011,166,DC,11944
2022-05-14,YKY,-1553.648432,3,DC,11945
2022-05-14,YKY,-1548.122859,9,DC,11946
2022-05-14,YKY,-1541.343954,3,DC,11947
2022-05-14,YKY,-1533.324942,8,DC,11948
2022-05-14,YKY,-1527.154258,3,DC,11949
2022-05-14,YKY,-1521.847036,166,DC,11950
2022-05-14,YKY,-1514.43343,9,DC,11951
2022-05-14,YKY,-1507.538201,19,DC,11952
2022-05-14,YKY,-1501.696616,169,DC,11953
2022-05-14,YKY,-1495.521256,27,DC,11954
2022-05-14,YKY,-1489.386038,18,DC,11955
2022-05-14,YKY,-1483.937044,1,DC,11956
2022-05-14,YKY,-1478.877849,13,DC,11957
2022-05-14,YKY,-1473.288445,21,DC,11958
2022-05-14,YKY,-1463.38029,18,DC,11959
2022-05-14,YKY,-1455.116488,1,DC,11960
2022-05-14,YKY,-1449.406675,20,DC,11961
2022-05-14,YKY,-1444.007631,8,DC,11962
2022-05-14,YKY,-1438.128599,166,DC,11963
2022-05-14,YKY,-1431.875791,9,DC,11964
2022-05-14,YKY,-1425.314659,3,DC,11965
2022-05-14,YKY,-1419.008849,166,DC,11966
2022-05-14,YKY,-1411.998407,18,DC,11967
2022-05-14,YKY,-1403.626996,166,DC,11968
2022-05-14,YKY,-1395.693016,8,DC,11969
2022-05-14,YKY,-1388.590404,16,DC,11970
2022-05-14,YKY,-1381.544495,5,DC,11971
2022-05-14,YKY,-1375.216157,27,DC,11972
2022-05-14,YKY,-1370.618814,169,DC,11973
2022-05-14,YKY,-1364.767593,19,DC,11974
2022-05-14,YKY,-1358.54719,27,DC,11975
2022-05-14,YKY,-1352.649073,18,DC,11976
2022-05-14,YKY,-1347.998595,1,DC,11977
2022-05-14,YKY,-1342.212746,18,DC,11978
2022-05-14,YKY,-1335.751917,1,DC,11979
2022-05-14,YKY,-1330.438429,27,DC,11980
2022-05-14,YKY,-1325.509986,9,DC,11981
2022-05-14,YKY,-1319.843078,3,DC,11982
2022-05-14,YKY,-1313.401932,166,DC,11983
2022-05-14,YKY,-1307.072795,3,DC,11984
2022-05-14,YKY,-1301.423414,166,DC,11985
2022-05-14,YKY,-1293.930729,9,DC,11986
2022-05-14,YKY,-1288.644756,8,DC,11987
2022-05-14,YKY,-1278.429874,166,DC,11988
2022-05-14,YKY,-1271.177269,9,DC,11989
2022-05-14,YKY,-1265.044638,3,DC,11990
2022-05-14,YKY,-1259.792463,166,DC,11991
2022-05-14,YKY,-1251.146644,27,DC,11992
2022-05-14,YKY,-1245.04151,169,DC,11993
2022-05-14,YKY,-1239.770801,8,DC,11994
2022-05-14,YKY,-1233.404815,3,DC,11995
2022-05-14,YKY,-1226.944434,166,DC,11996
2022-05-14,YKY,-1218.542292,1,DC,11997
2022-05-14,YKY,-1212.728655,18,DC,11998
2022-05-14,YKY,-1205.083845,1,DC,11999
2022-05-14,YKY,-1198.71548,13,DC,12000
2022-05-14,YKY,-1192.983577,165,DC,12001
2022-05-14,YKY,-1183.493821,17,DC,12002
2022-05-14,YKY,-1175.311135,10,DC,12003
2022-05-14,YKY,-1098.257534,167,DC,12004
2022-05-14,YKY,-1056.356615,9,DC,12005
2022-05-14,YKY,-1026.440488,170,DC,12006
2022-05-14,YKY,-993.2647173,170,DC,12007
2022-05-14,YKY,-977.9607903,30,DC,12008
2022-05-14,YKY,-968.8180691,8,DC,12009
2022-05-14,YKY,-963.203072,9,DC,12010
2022-05-14,YKY,-957.8646269,170,DC,12011
2022-05-14,YKY,-951.9106904,1,DC,12012
2022-05-14,YKY,-947.325908,167,DC,12013
2022-05-14,YKY,-940.5429424,19,DC,12014
2022-05-14,YKY,-933.8479041,17,DC,12015
2022-05-14,YKY,-926.1364783,3,DC,12016
2022-05-14,YKY,-920.4061284,167,DC,12017
2022-05-14,YKY,-913.5868298,19,DC,12018
2022-05-14,YKY,-907.0884795,8,DC,12019
2022-05-14,YKY,-903.4652362,35,DC,12020
2022-05-14,YKY,-896.782883,9,DC,12021
2022-05-14,YKY,-889.8171357,8,DC,12022
2022-05-14,YKY,-882.9716211,170,DC,12023
2022-05-14,YKY,-878.1750512,NA,DC,12024
2022-05-14,YKY,-864.3974584,35,DC,12025
2022-05-14,YKY,-850.8153009,167,DC,12026
2022-05-14,YKY,-814.5587591,9,DC,12027
2022-05-14,YKY,-806.6628106,21,DC,12028
2022-05-14,YKY,-799.5637465,20,DC,12029
2022-05-14,YKY,-793.1680843,1,DC,12030
2022-05-14,YKY,-786.8251939,30,DC,12031
2022-05-14,YKY,-780.4561589,30,DC,12032
2022-05-14,YKY,-773.1666355,17,DC,12033
2022-05-14,YKY,-765.9520136,3,DC,12034
2022-05-14,YKY,-758.7651645,9,DC,12035
2022-05-14,YKY,-750.1485442,170,DC,12036
2022-05-14,YKY,-739.6396201,8,DC,12037
2022-05-14,YKY,-729.673741,NA,DC,12038
2022-05-14,YKY,-727.6680737,30,DC,12039
2022-05-14,YKY,-718.9793892,30,DC,12040
2022-05-14,YKY,-706.2310861,9,DC,12041
2022-05-14,YKY,-698.8656036,NA,DC,12042
2022-05-14,YKY,-690.7511987,8,DC,12043
2022-05-14,YKY,-684.3827309,170,DC,12044
2022-05-14,YKY,-673.0582033,13,DC,12045
2022-05-14,YKY,-658.130174,35,DC,12046
2022-05-14,YKY,-639.2806087,9,DC,12047
2022-05-14,YKY,-630.098483,167,DC,12048
2022-05-14,YKY,-625.6263089,9,DC,12049
2022-05-14,YKY,-617.5652968,8,DC,12050
2022-05-14,YKY,-608.173472,167,DC,12051
2022-05-14,YKY,-596.7879278,30,DC,12052
2022-05-14,YKY,-590.6779641,12,DC,12053
2022-05-14,YKY,-561.4904542,12,DC,12054
2022-05-14,YKY,-552.1814169,3,DC,12055
2022-05-14,YKY,-383.4798161,3,DC,12056
2022-05-14,YKY,-310.7341792,171,DC,12058
2022-05-14,YKY,-269.7532918,35,DC,12059
2022-05-14,YKY,-185.1958073,35,DC,12060
2022-05-14,YKY,-112.8279922,35,DC,12061
2022-05-16,YKY,-2509.100906,19,DC,12066
2022-05-16,YKY,-2461.297086,19,DC,12067
2022-05-16,YKY,-2434.182954,166,DC,12068
2022-05-16,YKY,-2405.100578,3,DC,12069
2022-05-16,YKY,-2378.610257,3,DC,12070
2022-05-16,YKY,-2363.512827,9,DC,12071
2022-05-16,YKY,-2345.897464,8,DC,12072
2022-05-16,YKY,-2331.573064,19,DC,12073
2022-05-16,YKY,-2314.697794,166,DC,12074
2022-05-16,YKY,-2297.962443,21,DC,12075
2022-05-16,YKY,-2285.711693,27,DC,12076
2022-05-16,YKY,-2276.352176,19,DC,12077
2022-05-16,YKY,-2267.057799,17,DC,12078
2022-05-16,YKY,-2255.175277,10,DC,12079
2022-05-16,YKY,-2246.086731,27,DC,12080
2022-05-16,YKY,-2236.991426,1,DC,12081
2022-05-16,YKY,-2225.931033,18,DC,12082
2022-05-16,YKY,-2218.219334,19,DC,12083
2022-05-16,YKY,-2208.750217,27,DC,12084
2022-05-16,YKY,-2201.689879,169,DC,12085
2022-05-16,YKY,-2193.55709,27,DC,12086
2022-05-16,YKY,-2187.743507,20,DC,12087
2022-05-16,YKY,-2180.565061,1,DC,12088
2022-05-16,YKY,-2173.97972,3,DC,12089
2022-05-16,YKY,-2167.373407,166,DC,12090
2022-05-16,YKY,-2159.20722,9,DC,12091
2022-05-16,YKY,-2150.663001,8,DC,12092
2022-05-16,YKY,-2143.57874,3,DC,12093
2022-05-16,YKY,-2137.111611,166,DC,12094
2022-05-16,YKY,-2127.766185,17,DC,12095
2022-05-16,YKY,-2122.924211,1,DC,12096
2022-05-16,YKY,-2115.689644,19,DC,12097
2022-05-16,YKY,-2111.314542,27,DC,12098
2022-05-16,YKY,-2102.83472,169,DC,12099
2022-05-16,YKY,-2097.838023,27,DC,12100
2022-05-16,YKY,-2088.102044,1,DC,12101
2022-05-16,YKY,-2078.001877,18,DC,12102
2022-05-16,YKY,-2070.650824,21,DC,12103
2022-05-16,YKY,-2062.856025,13,DC,12104
2022-05-16,YKY,-2057.083748,165,DC,12105
2022-05-16,YKY,-2051.56158,10,DC,12106
2022-05-16,YKY,-2043.508948,13,DC,12107
2022-05-16,YKY,-2036.933855,21,DC,12108
2022-05-16,YKY,-2029.959842,1,DC,12109
2022-05-16,YKY,-2020.578772,20,DC,12110
2022-05-16,YKY,-2014.851456,18,DC,12111
2022-05-16,YKY,-2007.086884,19,DC,12112
2022-05-16,YKY,-2000.026167,17,DC,12113
2022-05-16,YKY,-1992.308956,1,DC,12114
2022-05-16,YKY,-1984.432995,10,DC,12115
2022-05-16,YKY,-1977.336098,21,DC,12116
2022-05-16,YKY,-1969.482227,3,DC,12117
2022-05-16,YKY,-1962.829631,9,DC,12118
2022-05-16,YKY,-1956.999767,166,DC,12119
2022-05-16,YKY,-1949.121723,9,DC,12120
2022-05-16,YKY,-1942.578347,8,DC,12121
2022-05-16,YKY,-1936.525172,3,DC,12122
2022-05-16,YKY,-1930.452821,166,DC,12123
2022-05-16,YKY,-1923.946419,3,DC,12124
2022-05-16,YKY,-1919.391455,9,DC,12125
2022-05-16,YKY,-1913.606344,8,DC,12126
2022-05-16,YKY,-1907.396396,20,DC,12127
2022-05-16,YKY,-1900.351303,1,DC,12128
2022-05-16,YKY,-1894.848357,18,DC,12129
2022-05-16,YKY,-1889.540751,27,DC,12130
2022-05-16,YKY,-1883.150248,19,DC,12131
2022-05-16,YKY,-1877.723297,27,DC,12132
2022-05-16,YKY,-1872.483447,169,DC,12133
2022-05-16,YKY,-1866.444133,1,DC,12134
2022-05-16,YKY,-1860.918748,20,DC,12135
2022-05-16,YKY,-1855.378436,18,DC,12136
2022-05-16,YKY,-1850.176767,1,DC,12137
2022-05-16,YKY,-1843.428192,18,DC,12138
2022-05-16,YKY,-1837.348928,21,DC,12139
2022-05-16,YKY,-1831.127757,19,DC,12140
2022-05-16,YKY,-1824.982523,27,DC,12141
2022-05-16,YKY,-1819.170101,19,DC,12142
2022-05-16,YKY,-1813.30292,169,DC,12143
2022-05-16,YKY,-1807.034304,18,DC,12144
2022-05-16,YKY,-1801.58739,1,DC,12145
2022-05-16,YKY,-1795.404519,27,DC,12146
2022-05-16,YKY,-1788.330264,19,DC,12147
2022-05-16,YKY,-1782.638702,17,DC,12148
2022-05-16,YKY,-1776.75015,169,DC,12149
2022-05-16,YKY,-1770.113303,20,DC,12150
2022-05-16,YKY,-1764.567666,3,DC,12151
2022-05-16,YKY,-1759.574037,166,DC,12152
2022-05-16,YKY,-1753.90288,9,DC,12153
2022-05-16,YKY,-1744.600179,8,DC,12154
2022-05-16,YKY,-1738.645242,1,DC,12155
2022-05-16,YKY,-1733.451073,20,DC,12156
2022-05-16,YKY,-1728.676292,1,DC,12157
2022-05-16,YKY,-1723.082286,18,DC,12158
2022-05-16,YKY,-1718.743013,1,DC,12159
2022-05-16,YKY,-1712.742242,19,DC,12160
2022-05-16,YKY,-1706.385699,27,DC,12161
2022-05-16,YKY,-1700.604719,169,DC,12162
2022-05-16,YKY,-1694.332127,18,DC,12163
2022-05-16,YKY,-1689.807849,1,DC,12164
2022-05-16,YKY,-1683.204217,27,DC,12165
2022-05-16,YKY,-1678.114957,169,DC,12166
2022-05-16,YKY,-1670.649044,20,DC,12167
2022-05-16,YKY,-1666.199571,1,DC,12168
2022-05-16,YKY,-1659.8692,18,DC,12169
2022-05-16,YKY,-1653.778065,27,DC,12170
2022-05-16,YKY,-1648.705641,169,DC,12171
2022-05-16,YKY,-1642.807984,18,DC,12172
2022-05-16,YKY,-1636.455254,19,DC,12173
2022-05-16,YKY,-1630.165579,169,DC,12174
2022-05-16,YKY,-1623.220517,27,DC,12175
2022-05-16,YKY,-1615.853657,21,DC,12176
2022-05-16,YKY,-1609.548569,1,DC,12177
2022-05-16,YKY,-1602.468375,5,DC,12178
2022-05-16,YKY,-1595.995088,13,DC,12179
2022-05-16,YKY,-1590.995587,21,DC,12180
2022-05-16,YKY,-1582.38529,18,DC,12181
2022-05-16,YKY,-1576.324204,1,DC,12182
2022-05-16,YKY,-1568.450536,20,DC,12183
2022-05-16,YKY,-1562.442964,27,DC,12184
2022-05-16,YKY,-1556.204445,27,DC,12185
2022-05-16,YKY,-1550.00811,169,DC,12186
2022-05-16,YKY,-1541.782976,3,DC,12187
2022-05-16,YKY,-1534.933139,1,DC,12188
2022-05-16,YKY,-1530.133028,27,DC,12189
2022-05-16,YKY,-1525.680071,169,DC,12190
2022-05-16,YKY,-1520.027872,18,DC,12191
2022-05-16,YKY,-1513.743711,1,DC,12192
2022-05-16,YKY,-1506.968979,20,DC,12193
2022-05-16,YKY,-1501.780936,19,DC,12194
2022-05-16,YKY,-1496.521752,27,DC,12195
2022-05-16,YKY,-1489.969831,1,DC,12196
2022-05-16,YKY,-1484.12693,21,DC,12197
2022-05-16,YKY,-1478.918397,10,DC,12198
2022-05-16,YKY,-1471.107846,18,DC,12199
2022-05-16,YKY,-1465.568913,1,DC,12200
2022-05-16,YKY,-1460.044808,16,DC,12201
2022-05-16,YKY,-1454.860007,18,DC,12202
2022-05-16,YKY,-1449.662338,21,DC,12203
2022-05-16,YKY,-1444.441806,10,DC,12204
2022-05-16,YKY,-1437.236678,21,DC,12205
2022-05-16,YKY,-1430.938393,13,DC,12206
2022-05-16,YKY,-1424.781693,165,DC,12207
2022-05-16,YKY,-1418.959434,21,DC,12208
2022-05-16,YKY,-1412.506411,9,DC,12209
2022-05-16,YKY,-1406.040186,8,DC,12210
2022-05-16,YKY,-1400.222591,9,DC,12211
2022-05-16,YKY,-1394.541729,166,DC,12212
2022-05-16,YKY,-1388.344218,3,DC,12213
2022-05-16,YKY,-1382.342542,18,DC,12214
2022-05-16,YKY,-1377.499504,1,DC,12215
2022-05-16,YKY,-1371.943431,21,DC,12216
2022-05-16,YKY,-1366.084311,18,DC,12217
2022-05-16,YKY,-1360.671559,19,DC,12218
2022-05-16,YKY,-1356.027882,27,DC,12219
2022-05-16,YKY,-1350.295824,19,DC,12220
2022-05-16,YKY,-1344.590609,27,DC,12221
2022-05-16,YKY,-1336.553024,16,DC,12222
2022-05-16,YKY,-1330.759436,5,DC,12223
2022-05-16,YKY,-1324.397085,21,DC,12224
2022-05-16,YKY,-1319.503903,10,DC,12225
2022-05-16,YKY,-1311.873658,16,DC,12226
2022-05-16,YKY,-1305.90766,21,DC,12227
2022-05-16,YKY,-1299.989904,18,DC,12228
2022-05-16,YKY,-1293.166203,1,DC,12229
2022-05-16,YKY,-1286.694905,5,DC,12230
2022-05-16,YKY,-1280.897753,1,DC,12231
2022-05-16,YKY,-1275.735156,13,DC,12232
2022-05-16,YKY,-1269.391729,1,DC,12233
2022-05-16,YKY,-1263.147523,18,DC,12234
2022-05-16,YKY,-1257.24609,1,DC,12235
2022-05-16,YKY,-1249.352887,27,DC,12236
2022-05-16,YKY,-1244.437573,169,DC,12237
2022-05-16,YKY,-1237.823662,18,DC,12238
2022-05-16,YKY,-1230.894028,19,DC,12239
2022-05-16,YKY,-1226.024504,27,DC,12240
2022-05-16,YKY,-1220.672976,169,DC,12241
2022-05-16,YKY,-1213.374904,21,DC,12242
2022-05-16,YKY,-1206.256147,16,DC,12243
2022-05-16,YKY,-1200.612516,18,DC,12244
2022-05-16,YKY,-1195.341804,1,DC,12245
2022-05-16,YKY,-1187.955446,19,DC,12246
2022-05-16,YKY,-1181.313243,1,DC,12247
2022-05-16,YKY,-1174.375312,27,DC,12248
2022-05-16,YKY,-1168.439459,1,DC,12249
2022-05-16,YKY,-1163.294667,5,DC,12250
2022-05-16,YKY,-1156.156258,16,DC,12251
2022-05-16,YKY,-1150.514897,13,DC,12252
2022-05-16,YKY,-1143.91203,21,DC,12253
2022-05-16,YKY,-1137.310732,21,DC,12254
2022-05-16,YKY,-1130.250118,10,DC,12255
2022-05-16,YKY,-1123.082011,16,DC,12256
2022-05-16,YKY,-1116.918673,5,DC,12257
2022-05-16,YKY,-1110.060563,16,DC,12258
2022-05-16,YKY,-1102.37439,16,DC,12259
2022-05-16,YKY,-1095.8644,18,DC,12260
2022-05-16,YKY,-1089.971115,1,DC,12261
2022-05-16,YKY,-1084.2636,19,DC,12262
2022-05-16,YKY,-1076.933779,27,DC,12263
2022-05-16,YKY,-1070.89118,27,DC,12264
2022-05-16,YKY,-1065.644537,169,DC,12265
2022-05-16,YKY,-1057.113665,19,DC,12266
2022-05-16,YKY,-1051.710013,26,DC,12267
2022-05-16,YKY,-1045.997761,18,DC,12268
2022-05-16,YKY,-1039.605302,1,DC,12269
2022-05-16,YKY,-1032.588836,21,DC,12270
2022-05-16,YKY,-1022.705009,1,DC,12271
2022-05-16,YKY,-1015.160132,20,DC,12272
2022-05-16,YKY,-1003.708117,18,DC,12273
2022-05-16,YKY,-996.4247374,1,DC,12274
2022-05-16,YKY,-989.8134644,166,DC,12275
2022-05-16,YKY,-983.4563134,9,DC,12276
2022-05-16,YKY,-977.2382724,8,DC,12277
2022-05-16,YKY,-970.0324874,3,DC,12278
2022-05-16,YKY,-964.2714274,9,DC,12279
2022-05-16,YKY,-957.5436154,16,DC,12280
2022-05-16,YKY,-952.1533414,5,DC,12281
2022-05-16,YKY,-944.2772164,13,DC,12282
2022-05-16,YKY,-938.3019434,21,DC,12283
2022-05-16,YKY,-931.6543844,18,DC,12284
2022-05-16,YKY,-924.1106754,1,DC,12285
2022-05-16,YKY,-918.1051344,27,DC,12286
2022-05-16,YKY,-912.0594664,19,DC,12287
2022-05-16,YKY,-905.8429564,17,DC,12288
2022-05-16,YKY,-898.3920744,169,DC,12289
2022-05-16,YKY,-890.0425604,1,DC,12290
2022-05-16,YKY,-883.7832084,18,DC,12291
2022-05-16,YKY,-877.4056164,1,DC,12292
2022-05-16,YKY,-870.9033834,27,DC,12293
2022-05-16,YKY,-862.1312654,17,DC,12294
2022-05-16,YKY,-854.1369514,20,DC,12295
2022-05-16,YKY,-845.5372404,18,DC,12296
2022-05-16,YKY,-838.9081134,1,DC,12297
2022-05-16,YKY,-832.3262544,1,DC,12298
2022-05-16,YKY,-823.4874484,20,DC,12299
2022-05-16,YKY,-817.7284944,19,DC,12300
2022-05-16,YKY,-809.3784654,27,DC,12301
2022-05-16,YKY,-803.5256104,27,DC,12302
2022-05-16,YKY,-797.9330294,169,DC,12303
2022-05-16,YKY,-770.9995794,19,DC,12304
2022-05-16,YKY,-757.0268124,19,DC,12305
2022-05-16,YKY,-747.8890014,18,DC,12306
2022-05-16,YKY,-739.3205914,1,DC,12307
2022-05-16,YKY,-728.4144284,27,DC,12308
2022-05-16,YKY,-716.5286644,19,DC,12309
2022-05-16,YKY,-704.1130074,169,DC,12310
2022-05-16,YKY,-696.7915694,1,DC,12311
2022-05-16,YKY,-687.2021104,18,DC,12312
2022-05-16,YKY,-675.0994134,1,DC,12313
2022-05-16,YKY,-667.5099814,27,DC,12314
2022-05-16,YKY,-656.5938174,27,DC,12315
2022-05-16,YKY,-633.8501904,19,DC,12316
2022-05-16,YKY,-605.8288924,18,DC,12317
2022-05-16,YKY,-593.6327424,NA,DC,12318
2022-05-16,YKY,-566.4509624,NA,DC,12319
2022-05-16,YKY,-555.8446944,170,DC,12320
2022-05-16,YKY,-543.4536874,30,DC,12321
2022-05-16,YKY,-433.3141944,35,DC,12322
